Topic,Count,Name,Representation,Representative_Docs
582,30,582_taste_diamond_memories_gorgeous,"['taste', 'diamond', 'memories', 'gorgeous', 'enjoyable', 'soo', 'unbelievable', 'beautiful', 'awesome', 'wonderful']","['excellent taste', 'excellent taste', 'excellent taste']"
583,30,583_chat_nah_chatbot_humanjust,"['chat', 'nah', 'chatbot', 'humanjust', 'quedtions', 'boxexcept', 'purtibha', 'deliberatedly', 'ninded', 'inputlost']","['couldnt provide lesser stars services guys provided last year bad cases wrong deliveries people done update 2025 even writing guys ignorance irrelevant responses guys name automation customer service lost completely leverage hooking people', 'worst chat support disrespect customers doest take feedbacks seriously neither provide track miss behavior conducted one senior executive kushagra purtibha many others doesnt even care least respect given customer valuable feedback', 'customer support system pathetic chat bot bug would circle around quedtions close chat deliberatedly introduced cleverly skip customer complaints refunds prime focus silently scam people increasing platform fees addressing genuine concerns worst worst']"
584,30,584_poor_redressal_orientation_unempathetic,"['poor', 'redressal', 'orientation', 'unempathetic', 'saport', 'sales', 'behind', 'hopeless', 'unhelpful', 'customer']","['poor customer service', 'poor customer service', 'poor customer service']"
585,30,585_serve_serves_serving_maple,"['serve', 'serves', 'serving', 'maple', 'performed', 'captain', 'refreshing', 'served', 'reward', 'dry']","['good serve', 'good serve', 'good serve']"
586,30,586_packing_packaging_pvc_foppd,"['packing', 'packaging', 'pvc', 'foppd', 'silchar', 'rectifying', 'natural', 'underrated', 'rubber', 'devices']","['good packing', 'packing good', 'packing good']"
587,30,587_recommended_highly_recommend_strongly,"['recommended', 'highly', 'recommend', 'strongly', 'ill', 'everyone', 'next', 'would', 'check', 'wonderful']","['highly recommended', 'highly recommended', 'highly recommended']"
588,30,588_liked_liking_70yrs_dj,"['liked', 'liking', '70yrs', 'dj', 'whybut', 'ezy', 'akash', 'breaker', 'goodlike', 'monday']","['liked', 'liked', 'liked']"
589,30,589_sudden_verry_deal_nice,"['sudden', 'verry', 'deal', 'nice', 'online', 'delivery', 'app', 'boy', 'us', '']","['nice app delivery boy nice deal us', 'verry nice online delivery app', 'nice sudden delivery app']"
590,30,590_platform_moodies_thes_foods,"['platform', 'moodies', 'thes', 'foods', 'snacks', 'authentic', 'leave', 'goood', 'lovers', 'platforms']","['good platform food', 'good platform food', 'good platform food']"
591,30,591_zomat_exprence_superzomato_lobe,"['zomat', 'exprence', 'superzomato', 'lobe', 'bittu', 'workimhv', 'zopato', 'ilove', 'ra', 'super']","['super exprence zomato', 'super ra zomato bittu', 'super zomat time super lobe zomat']"
592,30,592_negativestar_hurl_travesty_traking,"['negativestar', 'hurl', 'travesty', 'traking', 'unequivocally', 'catastrophe', 'dissappointing', 'masterclass', 'appcustomer', 'servicenot']","['worst sevice proper response traking system app', 'worst application use support provided items destroyed package get even close money spent dont use infact rapido launching better system place', 'utter disgrace application unequivocally abysmal experience ive ever platform digital otherwise even subscribed socalled gold mockery value customer service travesty entire platform feels like masterclass user disregard could hurl negativestar rating would without hesitation focus fixing one mess catastrophe service truly appalling']"
593,30,593_wvfood_disguise_oall_ousam,"['wvfood', 'disguise', 'oall', 'ousam', 'captivating', 'op', 'nive', 'revolutionized', 'weast', 'words']","['blessing disguise foodies', 'op food wvfood', 'extraordinary captivating cant describe words method revolutionized way people enjoy meal']"
594,30,594_better_gotten_could_compare,"['better', 'gotten', 'could', 'compare', 'much', 'got', 'lot', 'going', 'well', 'times']","['good better', 'good better', 'good better']"
595,30,595_satisfied_satisfaction_satisfactional_assured,"['satisfied', 'satisfaction', 'satisfactional', 'assured', 'wish', 'efficient', 'mostly', 'services', 'provided', 'totally']","['satisfied service', 'satisfied service', 'satisfied service']"
596,30,596_frauds_fraud_robber_reastaurt,"['frauds', 'fraud', 'robber', 'reastaurt', 'dimapur', 'feedbackplease', 'fraudthey', 'educted', 'negligencetoo', 'wastethey']","['frauds giving fake delivery times customer service hiring goons delivery drivers stay away', 'need improve support case frauds mishaps needs dedicated calling facility quick response cell', 'worst company fraud company calling option customer care educted support executive always force rude talk even dont manners zomato cheat either customer riders customer care executive dont even read understand complaints ticket raised post forcely mention issue resolved without confirming customer rider sometimes even call customer mention customer picking calls']"
597,30,597_trusted_secure_trustworthy_popular,"['trusted', 'secure', 'trustworthy', 'popular', 'wwe', 'btt', 'geninue', 'trustable', 'trust', 'blindly']","['trusted app', 'trusted app', 'nice app trusted app']"
598,30,598_tusi_anywere_jeet_dill,"['tusi', 'anywere', 'jeet', 'dill', 'offerslove', 'oye', 'becouse', 'zomatoits', 'happily', 'fan']","['always fun order zomato exciting offerslove', 'love zomato becouse order anything anywere', 'big fan first time order zomato zomato amazing oye tusi dill jeet leta']"
599,29,599_segregated_apps_cheaper_customize,"['segregated', 'apps', 'cheaper', 'customize', 'hotness', 'owsam', 'gimmicks', 'thanking', 'respected', 'donations']","['best food delivery app pay come across far great user interface customize option low discount items thanking', 'app fails provide genuine discounts always comes new gimmicks every time also delivery agents respectful carry food unhygienic manner', 'one best food delivery apps everything works shown app love functionality way food choices segregated prices tips donations']"
600,29,600_delay_somethimes_irregular_undue,"['delay', 'somethimes', 'irregular', 'undue', 'jam', 'quoting', 'unresolved', 'veery', 'delayed', 'ages']","['delay delivery', 'delay delivery', 'delay delivery']"
601,29,601_indian_india_ts_popular,"['indian', 'india', 'ts', 'popular', 'rail', 'applicationproud', 'maharastra', 'parseoni', 'unsuccessfully', 'nadu']","['best app good every indian phone best app', 'best best app india', 'ts app doesnt pmo ts app good like js rail gng would 100 recommend app']"
602,29,602_applicationvery_ji_thanku_sir,"['applicationvery', 'ji', 'thanku', 'sir', 'job', 'thank', 'done', 'tha', 'nice', 'app']","['nice app thanku', 'tha great app nice good app sir ji', 'good applicationvery nice']"
603,29,603_fantastic_delightful_tremendous_dailvery,"['fantastic', 'delightful', 'tremendous', 'dailvery', 'journey', 'fun', 'impressive', 'brilliant', 'experience', 'recommended']","['fantastic experience', 'fantastic experience', 'fantastic experience']"
604,29,604_zomatoes_rendered_wonder_fond,"['zomatoes', 'rendered', 'wonder', 'fond', 'zomatos', 'love', 'treats', 'obviously', 'wife', 'tq']","['love service rendered zomato', 'wife fond zomato services', 'love zomatoes services']"
605,29,605_years_year_using_2016,"['years', 'year', 'using', '2016', 'smtimes', 'debatable', 'cocksplat', 'sparingly', '8yrs', '2year']","['im using app last 6 years', 'app amazing using 3 years', 'using app 5 years best']"
606,29,606_keep_garate_gys_gr8,"['keep', 'garate', 'gys', 'gr8', 'bag', 'maintain', 'thanks', '', '', '']","['keep', 'keep', 'keep']"
607,29,607_mast_boss_rey_yaar,"['mast', 'boss', 'rey', 'yaar', 'jii', 'hai', 'tu', 'hain', 'karta', 'kam']","['mast hai', 'mast hai', 'mast hai']"
608,29,608_quality_priyan_servicec_compliments,"['quality', 'priyan', 'servicec', 'compliments', 'eazy', 'certified', 'style', 'nd', 'searching', 'filters']","['good quality service', 'service quality good', 'priyan ji good quality nice service']"
609,29,609_test_tests_missingmutton_supwr,"['test', 'tests', 'missingmutton', 'supwr', 'persent', 'awesomeeveryone', 'resturent', 'bast', 'timeing', 'wonderfull']","['test good', 'test 1', 'test good']"
610,29,610_veery_vey_preety_vere,"['veery', 'vey', 'preety', 'vere', 'ver', 'llfeel', 'vee', 'verities', 'ver6', 'verr']","['veery good', 'veery good', 'veery good']"
611,29,611_supb_supeb_sup_supbb,"['supb', 'supeb', 'sup', 'supbb', 'suppperb', 'supet', 'supebb', 'supe', 'supbbbb', 'supre']","['supb', 'supb', 'supb']"
612,29,612_tooerder_fastfood_mazedar_easy,"['tooerder', 'fastfood', 'mazedar', 'easy', 'habits', 'eat', 'eating', 'way', 'foody', 'anywhere']","['easy dont go bring fastfood home', 'easy way eat delicious food', 'easy way tooerder food']"
613,29,613_deliveryon_timegood_keep_longer,"['deliveryon', 'timegood', 'keep', 'longer', 'exact', 'except', 'time', 'mentioned', 'others', 'taking']","['good delivery time mentioned keep try keep rates hotel', 'delivery timegood quality nice', 'good deliveryon time']"
614,29,614_scammer_scammers_scam_tricking,"['scammer', 'scammers', 'scam', 'tricking', 'startups', 'spamming', 'hay', 'bc', 'bunch', 'flash']","['scammer', 'scammer', 'scammer']"
615,29,615_loved_shitindian_fathers_organised,"['loved', 'shitindian', 'fathers', 'organised', 'country', 'appi', 'showing', 'app', 'much', 'well']","['loved app', 'loved app', 'loved app']"
616,29,616_competitors_competitive_rationalized_monopolistic,"['competitors', 'competitive', 'rationalized', 'monopolistic', 'sustainable', 'ratio', 'rivals', 'segment', 'tough', 'competitor']","['love lot competitors', 'good better competitors', 'better competitors']"
617,29,617_goodd_goodv_furd_itd,"['goodd', 'goodv', 'furd', 'itd', 'da', 'also', 'good', 'nice', '', '']","['goodd', 'goodd', 'goodd']"
618,29,618_friendly_user_appeasy_whatsoever,"['friendly', 'user', 'appeasy', 'whatsoever', 'cuz', 'hassle', 'awsome', 'userfriendly', 'pretty', 'says']","['app user friendly', 'app user friendly', 'app user friendly']"
619,29,619_reasonable_versha_servicetimely_reduction,"['reasonable', 'versha', 'servicetimely', 'reduction', 'prices', 'low', 'affordable', 'st', 'highest', 'competitive']","['versha fast delivery reasonable price', 'reasonable price fast delivery', 'great servicetimely delivery st reasonable rates']"
620,29,620_zomoto_zommato_comfortbule_soldiers,"['zomoto', 'zommato', 'comfortbule', 'soldiers', 'dhanyosmi', 'zomotoguy', 'zmato', 'lovezomato', 'zonato', 'zomota']","['zomoto good', 'zomoto', 'good zomoto']"
621,29,621_deliveryed_odd_vry_pickup,"['deliveryed', 'odd', 'vry', 'pickup', 'time', 'oder', 'plz', 'hours', 'delivery', 'good']","['good oder pickup delivery time', 'good odd hours delivery', 'good deliveryed time plz']"
622,29,622_efficient_goodefficient_quite_easy,"['efficient', 'goodefficient', 'quite', 'easy', 'team', 'work', 'really', 'super', 'great', 'good']","['efficient', 'efficient', 'efficient']"
623,29,623_options_develiver_hungary_comman,"['options', 'develiver', 'hungary', 'comman', 'pg', 'alternatives', 'coke', 'confusing', 'choosing', 'ppl']","['good options', 'good options', 'good options']"
624,29,624_discount_woww_bcz_want,"['discount', 'woww', 'bcz', 'want', 'happy', 'good', 'price', 'much', 'really', 'excellent']","['good discount', 'good discount', 'good discount']"
625,29,625_exllent_execellent_excillent_zllent,"['exllent', 'execellent', 'excillent', 'zllent', 'exxilant', 'exlunt', 'exlenet', 'exlant', 'exipincive', 'exellllent']","['exllent', 'exllent', 'exllent']"
626,29,626_discount_orderswiggy_2731_lybissuenis,"['discount', 'orderswiggy', '2731', 'lybissuenis', 'balk', 'ordera', 'tnq', '5stars', 'structure', 'pl']","['discount good first order', 'easy order great discount', 'gave 2731 discount 60 order approx 40 rs per orderswiggy gave discount 60 ordera']"
627,29,627_friendly_pleasant_positive_peaceful,"['friendly', 'pleasant', 'positive', 'peaceful', 'respectfully', 'deserving', 'friends', 'greet', 'colleagues', 'gentle']","['friendly', 'friendly', 'pleasant experience recommend friends also']"
628,29,628_high_jk_charges_disturbance,"['high', 'jk', 'charges', 'disturbance', 'todays', 'iss', 'heavy', 'sometimes', 'product', 'two']","['good delivery charges high', 'good delivery charges high', 'good delivery charges high']"
629,28,629_awesomefast_deliveryfast_speed_faster,"['awesomefast', 'deliveryfast', 'speed', 'faster', 'wonderful', 'fast', 'fault', 'city', 'delivering', 'amazing']","['wonderful speed delivering', 'nice city fast deliveryfast work', 'awesomefast delivery']"
630,28,630_speedy_fastest_speed_kindful,"['speedy', 'fastest', 'speed', 'kindful', 'fabvry', 'fastsafe', 'devilry', 'devilery', 'amd', 'bestest']","['speedy', 'speedy', 'speedy']"
631,28,631_timeing_upset_time_mentioned,"['timeing', 'upset', 'time', 'mentioned', 'lovely', 'comes', 'nice', 'within', 'delivery', 'thing']","['nice delivery time', 'lovely timeing delivery', 'nice upset one thing delivery comes time']"
632,28,632_usefull_verymuch_looveed_usefulzappp,"['usefull', 'verymuch', 'looveed', 'usefulzappp', 'usefullllll', 'usefullll', 'usefulldelevry', 'timly', 'moments', 'itt']","['usefull', 'usefull', 'usefull']"
633,28,633_coustomer_costumer_coustmer_cois,"['coustomer', 'costumer', 'coustmer', 'cois', 'conect', 'custoner', 'dept', 'carring', 'nat', 'enhanced']","['worst coustomer support', 'worst coustomer support', 'worst coustomer support']"
634,28,634_enough_lets_see_till,"['enough', 'lets', 'see', 'till', 'good', '', '', '', '', '']","['good enough', 'good enough', 'good enough']"
635,28,635_gooood_gooooood_gooooooooood_gooooooooooood,"['gooood', 'gooooood', 'gooooooooood', 'gooooooooooood', 'gooooooood', 'soooooo', 'veryyyy', 'good', '', '']","['gooood', 'gooood', 'gooood']"
636,28,636_rates_cls_high_loction,"['rates', 'cls', 'high', 'loction', 'gate', 'bit', 'little', 'decrease', 'rate', 'current']","['rates high', 'high rates', 'rates high']"
637,28,637_aleays_awesomedelivery_craft_services,"['aleays', 'awesomedelivery', 'craft', 'services', 'cordial', 'awesome', 'lucknow', 'needy', 'provider', 'appreciated']","['awesome services', 'awesome services', 'service awesomedelivery boy cordial product awesome']"
638,28,638_glorify_mora_easyupdated_easy,"['glorify', 'mora', 'easyupdated', 'easy', 'wha', 'use', 'access', 'simple', 'nd', 'else']","['good easy use app', 'app good easy use', 'well convenient easy use wha else glorify app']"
639,28,639_bekar_bekaar_besat_thansk,"['bekar', 'bekaar', 'besat', 'thansk', 'sumith', 'joker', 'eww', 'seper', 'chijen', 'behtareen']","['bekar', 'bekar', 'bekar']"
640,28,640_apllp_spp_great_comes,"['apllp', 'spp', 'great', 'comes', 'find', 'foods', 'food', 'taste', 'go', 'day']","['great food', 'great spp', 'great food apllp']"
641,28,641_user_screenreader_reallyi_developed,"['user', 'screenreader', 'reallyi', 'developed', 'competition', 'period', 'supportive', 'friendly', 'mean', 'experience']","['good user experience', 'good user experience', 'user experience good']"
642,28,642_day_supportyou_thanvery_celebrates,"['day', 'supportyou', 'thanvery', 'celebrates', 'forehead', 'detoriating', 'star', 'serviceworst', 'upgrading', 'anniversary']","['service getting worst day day', 'service bad day day', 'day day getting worst service']"
643,28,643_scammer_fraud_rolling_companybad,"['scammer', 'fraud', 'rolling', 'companybad', '2tyme', 'sacrificed', 'zemato', 'idiculous', 'scams', 'monetary']","['fraud scammer zomato', 'zomato started delivering scams every day ordering zomato means opening doors scammer', 'horrible experience service team placed order offer scam neither zomato team helped kept rolling solution sacrificed zomato gold worth waste time money goodbye zomato thank scams']"
644,28,644_bestttt_besttttt_bestttttt_besstttttt,"['bestttt', 'besttttt', 'bestttttt', 'besstttttt', 'bestestttttttt', 'worstttttt', 'perfectttt', 'loveeeee', 'itttttttt', 'everre']","['bestttt', 'bestttt', 'bestttt']"
645,28,645_ratings_rating_reordered_highly,"['ratings', 'rating', 'reordered', 'highly', 'rated', 'hiding', 'dish', 'individual', 'removed', 'previous']","['whats new ratings guys inflating ratings double check ratings check original rating stop scamming customers', 'whats highly reordered consumers right know ratings every dish always zomato come new shady practice instead ratings dish putting highly reordered badge beside almost every dish pathetic', 'please bring old ratings back genuine thing people look ordering feels like scam rating mean even mean low enough 35 45 mean wrong many levels feels like taking money restaurants pump ratings moving swiggy cant rely zomota ratings']"
646,28,646_cash_puku_karjat_temporary,"['cash', 'puku', 'karjat', 'temporary', 'unavailable', 'ledhu', 'plss', '150rs', 'freedom', 'deliveryand']","['good app always cash delivery option', 'nice app also cash delivery like', 'app service good app service cash delivery']"
647,28,647_taest_always_compliments_prefer,"['taest', 'always', 'compliments', 'prefer', 'best', 'lot', 'job', 'thanks', 'better', 'thank']","['always best', 'always best', 'good taest always']"
648,28,648_zoom_superbmy_foob_yup,"['zoom', 'superbmy', 'foob', 'yup', 'monopoly', 'crazy', 'incredible', 'impressed', 'amazing', 'superb']","['zomato foob amazing', 'superbmy time favourite zomato', 'amazing zoom zoom zomato']"
649,28,649_helpful_helpfully_guidance_helpfull,"['helpful', 'helpfully', 'guidance', 'helpfull', 'smart', 'helps', 'need', 'help', 'people', 'good']","['good helpful', 'good helpful', 'good helpful']"
650,28,650_exalant_exlent_exelent_exllent,"['exalant', 'exlent', 'exelent', 'exllent', 'cheq', 'fhast', 'excisant', 'exultant', 'explant', 'ceqp']","['exlent service', 'exalant service', 'exalant service']"
651,28,651_hhhhmmmmm_really_experience_helps,"['hhhhmmmmm', 'really', 'experience', 'helps', 'great', 'wow', 'need', 'helpful', 'nice', 'good']","['really good experience', 'really good experience', 'hhhhmmmmm good experience']"
652,28,652_improved_2020_anticipating_predictable,"['improved', '2020', 'anticipating', 'predictable', 'lit', 'clumsy', 'manageable', 'improvement', 'exchange', 'lot']","['improved services', 'improved services', 'service improved']"
653,28,653_da_discount_edition_giveing,"['da', 'discount', 'edition', 'giveing', 'slove', 'event', 'batter', 'discounts', 'limited', 'continue']","['nice discount', 'nice discount', 'nice discount da da 5 star da de']"
654,28,654_services_robust_servers_lv,"['services', 'robust', 'servers', 'lv', 'public', 'think', 'nice', 'friendly', 'really', 'like']","['nice services', 'nice services', 'nice services']"
655,27,655_useful_bhjyt_jomato_nit,"['useful', 'bhjyt', 'jomato', 'nit', 'usefull', 'tech', 'bless', 'needed', 'god', 'coustomer']","['good useful app', 'good useful app', 'good app useful']"
656,27,656_bacheeto_excellentgo_og_always,"['bacheeto', 'excellentgo', 'og', 'always', 'hoping', 'grow', 'ahead', 'moment', 'every', 'way']","['great hoping see grow', 'excellent bacheeto', 'excellentgo ahead']"
657,27,657_beautiful_loveit_love_happiness,"['beautiful', 'loveit', 'love', 'happiness', 'loving', 'incredible', 'loved', 'lovely', 'wonderful', 'fantastic']","['beautiful love', 'great love fast beautiful', 'beautiful wonderful loving']"
658,27,658_cravings_craving_fulfill_fulfilling,"['cravings', 'craving', 'fulfill', 'fulfilling', 'urgh', 'nite', 'savings', 'fullfill', 'mee', 'crave']","['really really great app cravings', 'great app cravings', 'best app cravings']"
659,27,659_expectations_expected_expect_flx,"['expectations', 'expected', 'expect', 'flx', 'meet', 'exceptions', 'expectation', 'expecting', 'meets', 'quicker']","['really good expectations', 'super order expectations', 'expectations']"
660,27,660_uninstalled_page_open_uninstall,"['uninstalled', 'page', 'open', 'uninstall', 'install', 'opening', 'play', 'gonna', 'pbmit', 'pageeven']","['reason logging zomato app opens redirecting playstore page zomato coz couldnt complaint againt order recived stone cold tried starting phone uninstalled installed back zomato app nothing works', 'seeing google play store page zomato asked install opening zomato application', 'dont open zomato pageeven uninstall repeatly install zomato accountbut one page continue open frontand dont avail sign']"
661,27,661_excellence_prefect_greater_bestsuperbs,"['excellence', 'prefect', 'greater', 'bestsuperbs', 'excellencein', 'empressed', 'consistency', 'praise', 'perfection', 'superior']","['excellence', 'excellence', 'excellence']"
662,27,662_trustful_thise_downloaded_source,"['trustful', 'thise', 'downloaded', 'source', 'orderd', 'probably', 'op', 'soggy', 'youre', 'start']","['downloaded app orderd food way', 'think good source food orders like first time use thise app experience', 'trustful app order food']"
663,27,663_quite_score_reasonably_indeed,"['quite', 'score', 'reasonably', 'indeed', 'fairly', 'two', '90', 'ok', 'good', '']","['quite good', 'quite good', 'quite good']"
664,27,664_eversome_messes_impression_bt,"['eversome', 'messes', 'impression', 'bt', 'share', 'experience', 'regarding', 'delivery', 'something', 'issues']","['great experience good impression regarding delivery', 'eversome experience good delivery', 'always good experience even delivery messes']"
665,27,665_yummmmsssss_wnats_itss_aswell,"['yummmmsssss', 'wnats', 'itss', 'aswell', 'huh', 'position', 'goodand', 'really', 'hair', 'mess']","['foods r really yummmmsssss go', 'itss amazing huh food also good', 'nice good aswell great someone like wnats food whenever want']"
666,27,666_value_vro_copans_valuebal,"['value', 'vro', 'copans', 'valuebal', 'eran', 'wheres', 'fruad', 'mony', 'flatform', 'money']","['value money', 'value money', 'value money']"
667,27,667_bro_dude_man_partnar,"['bro', 'dude', 'man', 'partnar', 'wot', 'brother', 'damn', 'sir', 'awesome', 'nice']","['bro nice', 'nice bro', 'nice bro']"
668,27,668_ewwwwwwww_dispinted_2much_alongwith,"['ewwwwwwww', 'dispinted', '2much', 'alongwith', 'nill', 'compair', 'cheep', 'lagte', 'mach', 'exorbitant']","['cheep delivery charges compair swiggy', 'delivery time rates applied rates mentioned bill alongwith amount charged actual price always delivery charges charged separately', 'first order pe delivery charges lagte hai dispinted']"
669,27,669_smooth_uiux_functioning_roomfor,"['smooth', 'uiux', 'functioning', 'roomfor', 'interrupt', 'streamlined', 'ui', 'smoother', 'interface', 'tooooo']","['quick smooth app experience', 'really smooth app', 'like app smooth good']"
670,27,670_improve_okiesh_inclement_discout,"['improve', 'okiesh', 'inclement', 'discout', 'abit', 'excepting', 'accurate', 'employes', 'climate', 'decreasing']","['need improve delivery time', 'offers really less rest okiesh time taken delivery', 'deliveries mostly time excepting due inclement climate']"
671,27,671_goof_goob_bettar_itss,"['goof', 'goob', 'bettar', 'itss', 'goos', 'nice', '', '', '', '']","['goof', 'goof', 'goof']"
672,27,672_prices_high_biscuit_priceses,"['prices', 'high', 'biscuit', 'priceses', 'devery', 'outrageous', 'urgency', 'bills', 'suitable', 'restro']","['prices high', 'prices high', 'prices high']"
673,27,673_job_gyss_grte_zomatokeep,"['job', 'gyss', 'grte', 'zomatokeep', 'lott', 'jobe', 'teem', 'shining', 'raider', '2020']","['good job zomato', 'good job zomato', 'good job zomato']"
674,27,674_superb_ladies_superbbbbb_specially,"['superb', 'ladies', 'superbbbbb', 'specially', 'service', 'customer', 'time', '', '', '']","['superb service', 'superb service', 'superb service']"
675,27,675_speed_polilte_altitude_speedly,"['speed', 'polilte', 'altitude', 'speedly', 'rocket', 'courier', 'notch', 'impressed', 'accurate', 'faster']","['speed delivery', 'speed delivery', 'speed delivery']"
676,27,676_services_namaste_nicely_season,"['services', 'namaste', 'nicely', 'season', 'generally', 'solved', 'rainy', 'mostly', 'solve', 'immediately']","['services good', 'services good', 'services good']"
677,27,677_navigation_navigate_timereal_navigationsdelivery,"['navigation', 'navigate', 'timereal', 'navigationsdelivery', 'exiting', 'navigations', 'drivers', 'navigating', 'ui', 'updation']","['good navigation', 'easy navigation good offers', 'easy app navigation nice experience']"
678,27,678_yummy_yammy_nom_delicious,"['yummy', 'yammy', 'nom', 'delicious', 'yummyim', 'exeperince', 'haveing', 'broo', 'yay', 'pleasant']","['good food yummy', 'good yummy food', 'delicious yummy food']"
679,26,679_dilivery_dilevery_personaly_banana,"['dilivery', 'dilevery', 'personaly', 'banana', 'timming', 'minut', 'diliver', 'bast', 'exist', 'fastest']","['good app good dilivery', 'best dilivery app', 'best dilivery app']"
680,26,680_amaging_intresting_amamzing_amaze,"['amaging', 'intresting', 'amamzing', 'amaze', 'amazibg', 'amazinngggg', 'azming', 'azing', 'amizang', 'amesing']","['amaging', 'amaging', 'amaging']"
681,26,681_job_impers_terrific_mate,"['job', 'impers', 'terrific', 'mate', 'excellent', 'wonderful', 'superb', 'awesome', 'super', 'great']","['excellent job', 'excellent job', 'excellent job']"
682,26,682_thizzz_stairs_guysservice_wraped,"['thizzz', 'stairs', 'guysservice', 'wraped', 'thatsall', 'drafted', 'dealings', 'failures', 'system', 'claiming']","['bad delivery executive saying please come stairs cant deliver home', 'got wrong delivery drafted mail team telling cant anything kind service thizzz', 'nice dealings check parcel hotels leaving whether packed wraped clearly thatsall']"
683,26,683_bery_gud_gd_geuine,"['bery', 'gud', 'gd', 'geuine', 'deliverylove', 'wel', 'disconts', 'srvice', 'mani', 'vry']","['gud app', 'gud app', 'bery gud app get bery mani disconts bery bery gud']"
684,26,684_waste_blood_scold_bokka,"['waste', 'blood', 'scold', 'bokka', 'everyones', 'beggars', 'hardwork', 'totaly', 'suck', 'rip']","['waste money', 'money waste', 'waste money']"
685,26,685_fraud_horn_honking_farji,"['fraud', 'horn', 'honking', 'farji', 'partnered', 'solver', 'cheaters', 'afterwards', 'steals', 'hang']","['fraud app', 'fraud app', 'dont use fraud app partnered fraud delivery people delivery boy came near location started honking horn rather calling afterwards said ki standing come take started saying take cash pay online 20 arguing 10 minutes hang parcel bike saying le ja pathetic cheaters frauds please dont use cheaters app']"
686,26,686_try_must_oncee_guessit,"['try', 'must', 'oncee', 'guessit', 'confirm', 'response', 'works', 'everyone', 'think', 'first']","['must try', 'must try', 'good must try']"
687,26,687_updates_update_required_version,"['updates', 'update', 'required', 'version', 'goodplease', 'decipoin', 'formalhunh', 'upadate', 'reveiw', 'prmo']","['offers updates', 'great updates', 'good updates support']"
688,26,688_quality_prolific_mentain_consistency,"['quality', 'prolific', 'mentain', 'consistency', 'wishing', 'assurance', 'attend', 'verified', 'known', 'vendors']","['best quality service', 'best quality service', 'best quality service']"
689,26,689_consuption_offerfast_moderate_ts,"['consuption', 'offerfast', 'moderate', 'ts', 'rapid', 'deliveryi', 'fast', 'promise', 'timings', 'arrives']","['time deliveryi ts fast', 'really quick booking moderate delivery time', 'good delivery fast actual time consuption']"
690,26,690_satisfying_endearing_spontaneous_unique,"['satisfying', 'endearing', 'spontaneous', 'unique', 'king', 'truly', 'pretty', 'quite', 'reason', 'something']","['satisfying', 'satisfying', 'satisfying']"
691,26,691_first_gigs_1st_impressions,"['first', 'gigs', '1st', 'impressions', 'wash', 'experiencing', 'slowly', 'hand', 'lets', 'see']","['first experience', 'first experience', 'first experience']"
692,26,692_sexy_shirts_gat_offers,"['sexy', 'shirts', 'gat', 'offers', 'bag', 'could', 'got', 'full', 'getting', 'offer']","['got bag shirts', 'sexy offers', 'gat sexy offers']"
693,26,693_usefulalso_goodtry_offers_giving,"['usefulalso', 'goodtry', 'offers', 'giving', 'worry', 'sometimes', 'gives', 'frequent', 'average', 'face']","['giving best offers', 'goodtry bring offers', 'become usefulalso giving wonderful offers']"
694,26,694_disgusting_experiencenever_quotes_foood,"['disgusting', 'experiencenever', 'quotes', 'foood', 'swear', 'hurt', '1st', 'playstore', 'upset', 'sick']","['disgusting app', 'disgusting app', 'disgusting app']"
695,26,695_superrr_superrrrrr_superrrrr_superrrrrrrr,"['superrr', 'superrrrrr', 'superrrrr', 'superrrrrrrr', 'superrrrrrrrrr', 'superrrrrrr', 'superrrb', 'sherrrr', 'woww', 'experience']","['superrr', 'superrr', 'superrr']"
696,26,696_comparably_price_falooda_baba,"['comparably', 'price', 'falooda', 'baba', 'bi', 'wishes', 'wise', 'prices', 'anytime', 'best']","['best price', 'best prices comparably others', 'quick response reasonable price bi love baba falooda best wishes']"
697,26,697_dilevery_dilivery_diliver_timeing,"['dilevery', 'dilivery', 'diliver', 'timeing', 'skill', 'dilewari', 'readymade', 'madhuram', 'diliverd', 'cream']","['dilevery time good', 'good time dilevery', 'good dilevery time']"
698,26,698_okk_okey_oky_okiee,"['okk', 'okey', 'oky', 'okiee', 'okie', 'oki', 'okish', 'noob', 'idk', 'goto']","['okk', 'okk', 'okk']"
699,26,699_organisation_coperates_associat_depth,"['organisation', 'coperates', 'associat', 'depth', 'champ', 'countries', 'generous', 'universe', 'yall', 'industry']","['good food home delivery organisation', 'best food delivery company world whole universe platform everyone orders countries like restaurant makes home made food', 'yes work one greatest food delivery company delivery associat thats know depth delivery champ']"
700,26,700_ek_number_ekk_sirvish,"['ek', 'number', 'ekk', 'sirvish', 'numbermst', 'bidu', 'lala', 'bawa', 'ak', 'dam']","['ek number', 'ek number', 'ek number']"
701,26,701_suprb_supr_suprrrr_supprrb,"['suprb', 'supr', 'suprrrr', 'supprrb', 'supppp', 'suprise', 'person', 'good', '', '']","['suprb', 'suprb', 'suprb']"
702,26,702_expensive_soooooooooooooooo_bit_litter,"['expensive', 'soooooooooooooooo', 'bit', 'litter', 'liking', 'quite', 'looking', 'okay', 'fantastic', 'far']","['good expensive', 'good expensive', 'good expensive']"
